gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0001033,2023-12-11,1010,Cash,Finance,,Sims Inc,-16412.47,CR,SaaS Canada,Refund
GL0001034,2023-12-01,6300,General and Administrative,,CC200,,-16210.92,CR,SaaS US,Google Ads
GL0001035,2023-12-19,5000,cost of service,Marketing,CC100,"Willis, May and Dunn",1236.66,DR,saas us,Google Ads
GL0001036,2023-12-09,5000,Cost of Service,Engineering,,Woods-Rodriguez,8492.53,DR,SaaS US,AWS hosting
GL0001037,2023-12-14,6300,General and Administrative,Sales,CC400,Hughes Ltd,11409.48,DR,SaaS HoldCo,Google Ads
GL0001038,2023-12-07,6100,sales & marketing,Marketing,CC200,Williams Ltd,3993.37,,saas us,Payroll
GL0001039,2023-12-04,6300,General and Administrative,,,Hughes-Mills,19402.6,DR,saas us,Software tools
GL0001040,2023-12-07,6200,R&D,,CC400,Stevenson-Mueller,20580.14,DR,SaaS Canada,Contractor costs
GL0001041,2023-12-18,6200,Research and Development,,CC300,"Griffith, Kim and Edwards",-1325.49,CR,SaaS US,Software tools
GL0001042,2023-12-16,6100,S&M,,CC200,Larson Inc,-22655.09,CR,saas us,Refund
GL0001043,2023-12-16,6100,S&M,Marketing,CC200,Sanchez-Chambers,6084.8,DR,SaaS Canada,Google Ads
GL0001044,2023-12-10,6300,General and Administrative,Marketing,,Strong-Conner,8946.26,DR,SaaS Canada,AWS hosting
GL0001045,2023-12-11,1010,Cash,Engineering,CC200,Ortiz Inc,-8066.97,CR,SaaS Canada,AWS hosting
GL0001046,2023-12-07,5000,Cost of Service,,CC400,"Sosa, West and Jenkins",-18885.28,CR,SaaS HoldCo,Contractor costs
GL0001047,2023-12-05,5000,cost of service,Operations,CC100,"Zavala, Khan and Diaz",1313.77,DR,SaaS HoldCo,Contractor costs
GL0001048,2023-12-23,6100,sales & marketing,,,Jones Group,-1536.79,CR,SaaS HoldCo,Google Ads
GL0001049,2023-12-23,6100,sales & marketing,,,Rivera LLC,17529.45,,saas us,AWS hosting
GL0001050,2023-12-09,5000,Cost of Service,Sales,CC100,Rodgers-Jones,20267.19,dr,SaaS HoldCo,Reclass
GL0001051,2023-12-20,5000,Cost of Service,,,Odonnell-Phillips,2730.7,DR,SaaS US,Refund
GL0001052,2023-12-19,6100,sales & marketing,Engineering,CC300,"Campbell, Bowman and Griffith",-22121.5,CR,SaaS Canada,
GL0001053,2023-12-01,1010,Cash,,CC300,"Sanford, Shannon and Conley",12411.61,DR,SaaS HoldCo,Payroll
GL0001054,2023-12-22,6300,G&A,Finance,,Vega and Sons,-10457.09,CR,SaaS US,AWS hosting
GL0001055,2023-12-23,6100,Sales and Marketing,,CC100,Monroe-Gilbert,16902.41,dr,SaaS Canada,Software tools
GL0001056,2023-12-18,6300,G&A,Finance,CC100,"Church, Jackson and French",1437.14,DR,saas us,
GL0001057,2023-12-24,5000,cost of service,Sales,CC100,Turner-Gregory,9820.62,,SaaS Canada,Reclass
GL0001058,2023-12-21,5000,Cost of Service,Engineering,,David LLC,-22470.89,cr,SaaS Canada,Google Ads
GL0001059,2023-12-19,5000,cost of service,Marketing,,"Frank, Bailey and Simmons",23845.21,dr,SaaS HoldCo,Reclass
GL0001060,2023-12-24,6300,General and Administrative,,CC400,Page-Murphy,-4123.93,dr,SaaS US,Google Ads
GL0001061,2023-12-20,6200,Research and Development,Marketing,,King Inc,19286.51,DR,saas us,Google Ads
GL0001062,2023-12-17,6200,R&D,Marketing,CC300,Schwartz Ltd,-3957.91,cr,SaaS US,Payroll
GL0001063,2023-12-05,1010,Cash,Finance,CC200,"Parker, Gross and Parker",21415.04,DR,saas us,Software tools
GL0001064,2023-12-15,6100,S&M,Finance,CC200,Clarke Group,-21802.79,CR,saas us,AWS hosting
GL0001065,2023-12-16,6300,General and Administrative,Marketing,CC100,"Pearson, Cole and Gonzalez",21577.69,dr,SaaS HoldCo,Software tools
GL0001066,2023-12-05,6100,S&M,Engineering,CC400,Hernandez-Harrison,19482.06,,saas us,Payroll
GL0001067,2023-12-22,6100,sales & marketing,,CC100,"Serrano, Pierce and Lyons",23711.71,DR,SaaS US,Refund
GL0001068,2023-12-19,5000,cost of service,Operations,CC400,Meyer PLC,-1461.05,CR,SaaS HoldCo,Software tools
GL0001069,2023-12-25,6300,General and Administrative,Finance,CC300,,-3174.99,cr,saas us,Payroll
GL0001070,2023-12-12,6100,S&M,Marketing,,Mitchell LLC,19999.74,DR,saas us,Software tools
GL0001071,2023-12-06,5000,cost of service,Marketing,CC200,Burton-Reid,-7804.24,cr,SaaS Canada,AWS hosting
GL0001072,2023-12-02,6100,S&M,Sales,,Moore and Sons,2177.2,dr,SaaS HoldCo,Payroll
GL0001073,2023-12-23,6100,S&M,Marketing,CC400,Mills-Myers,21675.48,dr,SaaS US,
GL0001074,2023-12-05,9999,Misc Expense,Sales,CC100,"Nichols, Brown and Snyder",-5656.04,cr,SaaS HoldCo,Reclass
GL0001075,2023-12-06,1010,Cash,Engineering,,Vargas Group,-22901.39,cr,SaaS HoldCo,Payroll
GL0001076,2023-12-06,6300,G&A,,CC100,Moore PLC,-4799.43,cr,SaaS HoldCo,Contractor costs
GL0001077,2023-12-05,6200,Research and Development,Marketing,,Casey-Waller,10391.54,DR,saas us,
GL0001078,2023-12-08,,Cost of Service,Sales,CC400,"Irwin, Hamilton and Wagner",-9982.32,cr,saas us,Contractor costs
GL0001079,2023-12-16,6300,G&A,,,Bradshaw Ltd,19398.82,DR,SaaS HoldCo,Google Ads
GL0001080,2023-12-01,5000,cost of service,Finance,,"Lewis, Hall and Knox",-6220.1,CR,saas us,Reclass
GL0001081,2024-01-25,6300,General and Administrative,Marketing,CC100,"Wright, Miller and Romero",20985.19,DR,saas us,Contractor costs
GL0001082,2024-01-21,6300,G&A,Marketing,,Park LLC,5265.1,,SaaS US,Payroll
GL0001083,2024-01-11,5000,Cost of Service,Finance,CC100,Clark Ltd,1441.64,DR,saas us,Contractor costs
GL0001084,2024-01-18,6300,General and Administrative,,CC100,Vasquez-Scott,12611.01,DR,SaaS Canada,Contractor costs
GL0001085,2024-01-09,,General and Administrative,,,Garrison Inc,-7866.9,CR,SaaS HoldCo,AWS hosting
GL0001086,2024-01-04,6200,R&D,,,Nichols-Rose,24631.97,DR,SaaS HoldCo,Google Ads
GL0001087,2024-01-07,6100,sales & marketing,Finance,CC100,Soto-Fleming,15864.86,DR,SaaS Canada,Reclass
GL0001088,2024-01-20,,S&M,Marketing,,Moon LLC,-10498.5,CR,SaaS US,Software tools
GL0001089,2024-01-25,5000,Cost of Service,,CC100,"Jenkins, Mitchell and Smith",-2159.97,CR,SaaS Canada,Reclass
GL0001090,2024-01-10,6100,S&M,Sales,,King and Sons,2518.1,DR,saas us,
GL0001091,2024-01-26,5000,cost of service,Sales,,Singh-Martinez,24940.06,dr,SaaS HoldCo,Software tools
GL0001092,2024-01-18,6200,Research and Development,Sales,,Robertson-Hartman,-1290.77,CR,saas us,Contractor costs
GL0001093,2024-01-01,1010,Cash,,CC300,Perez Group,24917.3,,SaaS US,Refund
GL0001094,2024-01-19,5000,Cost of Service,Operations,,Preston-Martin,3918.69,DR,SaaS Canada,
GL0001095,2024-01-02,6100,S&M,Sales,,,-10936.67,CR,saas us,Google Ads
GL0001096,2024-01-07,6200,R&D,Operations,,Johnson-Wallace,20523.1,DR,SaaS US,Software tools
GL0001097,2024-01-10,5000,cost of service,,CC300,Wade-Fisher,-15280.23,,SaaS HoldCo,Software tools
GL0001098,2024-01-22,5000,Cost of Service,,,Thomas-Howell,-10990.28,CR,SaaS US,Software tools
GL0001099,2024-01-06,5000,cost of service,Finance,CC400,Peters Ltd,10750.5,DR,SaaS US,
GL0001100,2024-01-21,6100,S&M,,,Sharp PLC,21506.09,DR,saas us,
GL0001101,2024-01-20,6300,General and Administrative,,,"Martin, Pierce and Pineda",-18820.89,cr,saas us,Software tools
GL0001102,2024-01-14,5000,cost of service,Operations,CC400,"Zamora, Maynard and West",-13375.4,cr,SaaS HoldCo,Software tools
GL0001103,2024-01-21,6100,Sales and Marketing,Engineering,,Phillips Ltd,-15331.2,CR,SaaS HoldCo,AWS hosting
GL0001104,2024-01-27,6200,R&D,Engineering,CC100,Banks Inc,-4571.25,CR,SaaS HoldCo,AWS hosting
GL0001105,2024-01-21,9999,Misc Expense,,CC100,White-Melton,11226.67,DR,SaaS US,Contractor costs
GL0001106,2024-01-09,6100,S&M,Finance,,Sampson Group,2744.61,DR,SaaS US,Reclass
GL0001107,2024-01-25,9999,Misc Expense,Finance,CC100,French Group,-17692.25,CR,SaaS US,Contractor costs
GL0001108,2024-01-18,6100,Sales and Marketing,Finance,,"Anderson, Clark and Johnson",-2314.23,CR,SaaS US,Contractor costs
GL0001109,2024-01-02,6200,R&D,Engineering,CC100,Salinas-Owens,23675.61,dr,SaaS HoldCo,Reclass
GL0001110,2024-01-09,6100,Sales and Marketing,Operations,,Franklin Group,22920.55,DR,SaaS US,Refund
GL0001111,2024-01-04,5000,cost of service,,CC200,Carpenter-Watson,19517.68,DR,saas us,AWS hosting
GL0001112,2024-01-06,6300,General and Administrative,Marketing,CC200,Randall Inc,2455.41,DR,SaaS Canada,
GL0001113,2024-01-23,6100,S&M,,,"Lee, Davis and Torres",24651.56,DR,saas us,Refund
GL0001114,2024-01-27,6100,sales & marketing,Marketing,CC300,Smith-Reed,16096.73,DR,SaaS HoldCo,Payroll
GL0001115,2024-01-07,6300,G&A,,CC400,Johnson-Miller,-6905.89,,SaaS HoldCo,Software tools
GL0001116,2024-01-17,9999,Misc Expense,Marketing,CC300,Gomez-Anderson,22962.4,DR,saas us,Software tools
GL0001117,2024-01-21,6100,Sales and Marketing,,CC300,Kelley-Russo,21124.89,DR,SaaS HoldCo,Payroll
GL0001118,2024-01-19,6100,S&M,Finance,,Martinez-Carter,19789.63,dr,SaaS US,Reclass
GL0001119,2024-01-21,6300,G&A,Marketing,CC100,"Reed, Chavez and Velasquez",1759.06,DR,SaaS HoldCo,
GL0001120,2024-01-07,6300,G&A,,CC100,Alvarado-Haynes,-11056.75,CR,saas us,AWS hosting
GL0001121,2024-01-05,5000,Cost of Service,Sales,,Walker-Morgan,24239.66,DR,SaaS Canada,Reclass
GL0001122,2024-01-19,5000,Cost of Service,Marketing,,"Mcintosh, Cain and Green",10369.68,DR,saas us,Payroll
GL0001123,2024-01-26,6300,General and Administrative,Sales,CC300,Schmidt LLC,-9849.87,CR,SaaS US,Reclass
GL0001124,2024-01-01,6200,Research and Development,,,Richardson-Benjamin,6042.82,DR,SaaS US,Reclass
GL0001125,2024-01-23,6300,General and Administrative,Finance,CC300,"Hendricks, Bell and Huang",-17468.6,CR,SaaS US,AWS hosting
GL0001126,2024-01-03,6200,R&D,,CC300,"Young, Williams and Rivers",-23565.26,CR,SaaS Canada,Software tools
GL0001127,2024-01-25,6200,R&D,Sales,CC300,Walker Ltd,-15806.54,CR,SaaS US,AWS hosting
GL0001128,2024-01-06,6100,S&M,,CC200,"Zhang, Flores and Ryan",-23118.0,,SaaS HoldCo,Google Ads
GL0001129,2024-01-11,1010,Cash,Engineering,,Gibson-Scott,8513.63,DR,SaaS US,Google Ads
GL0001130,2024-01-05,6300,General and Administrative,Finance,CC200,"Gardner, Ryan and Trujillo",-15643.67,CR,SaaS Canada,AWS hosting
GL0001131,2024-01-14,5000,cost of service,Sales,,Turner Inc,8617.73,,SaaS Canada,Google Ads
GL0001132,2024-01-23,6300,G&A,,CC100,Morales Inc,6581.64,,SaaS Canada,Google Ads
GL0001133,2024-01-23,,cost of service,,CC300,"Davies, Thompson and Holmes",8384.61,DR,saas us,Payroll
GL0001134,2024-01-06,9999,Misc Expense,Marketing,CC400,Arnold Inc,-20923.44,,SaaS HoldCo,Reclass
GL0001135,2024-01-21,6100,S&M,,CC200,Spence LLC,-10849.08,CR,SaaS Canada,Payroll
GL0001136,2024-01-10,6200,R&D,Operations,CC200,"Harmon, Crawford and Leonard",5155.57,DR,saas us,Reclass
GL0001137,2024-01-10,6100,S&M,Engineering,CC200,Smith LLC,-13509.56,dr,SaaS Canada,
GL0001138,2024-01-26,6100,S&M,Sales,CC100,Mcdonald-Church,23319.59,DR,SaaS HoldCo,AWS hosting
GL0001139,2024-01-18,6300,General and Administrative,Operations,,Allen-Petersen,-7031.46,cr,SaaS Canada,Payroll
GL0001140,2024-01-17,6300,G&A,,CC100,Jones Group,16804.15,DR,saas us,Contractor costs
GL0001141,2024-01-19,6300,General and Administrative,Operations,,Price Group,-21060.23,CR,SaaS US,Contractor costs
GL0001142,2024-01-04,6100,sales & marketing,Sales,CC100,Smith-Young,19703.36,DR,SaaS Canada,Google Ads
GL0001143,2024-01-25,1010,Cash,Engineering,,Miller Inc,14861.86,DR,SaaS Canada,Software tools
GL0001144,2024-01-14,5000,cost of service,Operations,,Quinn LLC,3817.7,DR,saas us,AWS hosting
GL0001145,2024-01-10,5000,Cost of Service,Sales,CC200,"Faulkner, Rich and Bishop",20119.09,DR,SaaS Canada,Contractor costs
GL0001146,2024-01-17,6100,sales & marketing,Sales,,Irwin-Ray,-12617.32,CR,SaaS HoldCo,Contractor costs
GL0001147,2024-01-23,6300,General and Administrative,,,"Hicks, Coleman and Salas",-3209.33,CR,SaaS US,Software tools
GL0001148,2024-01-09,6200,Research and Development,Sales,CC400,Gonzalez Ltd,-3353.66,CR,SaaS Canada,Contractor costs
GL0001149,2024-01-13,9999,Misc Expense,,CC100,"Howard, Nguyen and King",-22204.48,CR,saas us,Software tools
GL0001150,2024-01-01,6300,General and Administrative,Operations,CC300,"Lopez, Clay and Villarreal",20303.73,dr,saas us,Payroll
GL0001151,2024-01-19,1010,Cash,Sales,CC300,"Guzman, Scott and Caldwell",-21825.79,DR,SaaS US,Google Ads
GL0001152,2024-01-24,6100,Sales and Marketing,,CC300,Allen-Smith,18060.56,DR,saas us,Software tools
GL0001153,2024-01-16,9999,Misc Expense,Operations,CC100,Barker Inc,6726.98,dr,saas us,Contractor costs
GL0001154,2024-01-21,6100,S&M,Operations,CC300,King LLC,15935.72,DR,SaaS Canada,Reclass
GL0001155,2024-01-06,5000,Cost of Service,Engineering,CC400,"Snow, Ross and Bates",-5686.89,CR,SaaS US,Google Ads
GL0001156,2024-01-01,6200,Research and Development,Operations,CC200,"Everett, Williams and Hill",20847.49,DR,saas us,AWS hosting
GL0001157,2024-01-14,9999,Misc Expense,Marketing,CC300,Williams and Sons,-22947.4,cr,SaaS US,Refund
GL0001158,2024-01-21,6300,G&A,Operations,CC200,"Scott, Barnes and Romero",23031.09,DR,SaaS HoldCo,Contractor costs
GL0001159,2024-01-21,5000,Cost of Service,,CC200,Meyers LLC,15846.92,DR,SaaS Canada,Contractor costs
GL0001160,2024-01-24,9999,Misc Expense,,CC100,Torres Ltd,5440.55,DR,SaaS Canada,AWS hosting
GL0001161,2024-01-14,6300,G&A,Operations,CC400,Nelson and Sons,7781.04,DR,SaaS HoldCo,AWS hosting
GL0001162,2024-01-23,6100,S&M,,CC200,Henderson Ltd,-1855.18,,SaaS HoldCo,Google Ads
GL0001163,2024-01-16,5000,Cost of Service,,CC300,Adams Ltd,4140.67,dr,SaaS HoldCo,AWS hosting
GL0001164,2024-01-03,1010,Cash,Engineering,CC300,Jordan Group,4518.74,DR,SaaS US,Refund
GL0001165,2024-01-25,,S&M,Sales,,Fleming-Olson,-16604.14,CR,SaaS Canada,Reclass
GL0001166,2024-01-04,5000,cost of service,Engineering,CC300,Cohen-Gutierrez,-11720.03,CR,SaaS HoldCo,
GL0001167,2024-01-06,6100,S&M,,CC300,"Fernandez, Bell and Lucas",-14778.93,CR,SaaS Canada,
GL0001168,2024-01-08,1010,Cash,Sales,CC200,"Schroeder, Cunningham and Ross",1465.97,DR,saas us,Refund
GL0001169,2024-01-09,1010,Cash,,CC100,"Smith, Wagner and Woods",-17862.42,CR,saas us,Payroll
GL0001170,2024-01-22,6100,Sales and Marketing,,CC400,Martin-Nelson,19532.79,DR,SaaS US,
GL0001171,2024-02-23,6200,R&D,Finance,CC400,Christensen-Johnson,-4271.78,CR,saas us,Payroll
GL0001172,2024-02-13,6100,S&M,Engineering,,Morales-Rodriguez,16925.86,DR,SaaS US,AWS hosting
GL0001173,2024-02-19,6100,Sales and Marketing,Operations,,"Barnes, Stewart and May",8494.85,DR,SaaS HoldCo,Refund
GL0001174,2024-02-14,6300,General and Administrative,Engineering,CC400,Peterson-Garrison,-1884.06,CR,SaaS Canada,Contractor costs
GL0001175,2024-02-09,5000,cost of service,Finance,,"Johnson, Cain and Fox",-17765.87,cr,SaaS Canada,Reclass
GL0001176,2024-02-05,6200,R&D,Sales,CC400,Taylor LLC,7069.51,dr,SaaS Canada,Google Ads
GL0001177,2024-02-19,1010,Cash,Engineering,,Petersen Inc,11760.07,DR,SaaS US,Reclass
GL0001178,2024-02-23,9999,Misc Expense,Operations,,Little and Sons,-5670.31,CR,SaaS Canada,Software tools
GL0001179,2024-02-26,5000,Cost of Service,Engineering,CC200,"Ramirez, Gonzales and Brown",16694.11,dr,SaaS US,Software tools
GL0001180,2024-02-16,6300,General and Administrative,,,Johnson Ltd,-24902.02,,SaaS HoldCo,Contractor costs
GL0001181,2024-02-12,6300,G&A,Engineering,CC200,"Harvey, Morris and Thompson",16716.37,DR,SaaS Canada,AWS hosting
GL0001182,2024-02-20,6200,Research and Development,Operations,,Sawyer LLC,-24061.03,cr,SaaS HoldCo,Google Ads
GL0001183,2024-02-20,5000,Cost of Service,Finance,CC300,"Alexander, Bauer and Zamora",14268.16,dr,SaaS US,
GL0001184,2024-02-03,6100,Sales and Marketing,Engineering,CC300,Holt-Burgess,9997.84,DR,SaaS US,
GL0001185,2024-02-14,5000,cost of service,Engineering,,Mcguire LLC,3168.87,dr,saas us,Refund
GL0001186,2024-02-15,6100,S&M,Sales,CC200,"Jones, Parker and Mccarthy",-12928.07,,SaaS Canada,Payroll
GL0001187,2024-02-08,1010,Cash,,CC100,"Small, Perkins and Mcneil",-15635.84,CR,SaaS HoldCo,AWS hosting
GL0001188,2024-02-12,6300,G&A,Marketing,,,1393.75,DR,SaaS HoldCo,Software tools
GL0001189,2024-02-16,6100,Sales and Marketing,Engineering,,Roman Ltd,21896.67,DR,SaaS Canada,
GL0001190,2024-02-01,6100,Sales and Marketing,Engineering,CC200,Shaw-Kennedy,15208.47,DR,SaaS HoldCo,
GL0001191,2024-02-27,6200,R&D,Operations,CC200,Singh Ltd,20135.9,DR,SaaS HoldCo,Google Ads
GL0001192,2024-02-15,,R&D,,,"Kennedy, Martinez and Johnson",-8019.6,CR,SaaS HoldCo,Reclass
GL0001193,2024-02-03,5000,Cost of Service,Engineering,CC200,Simmons-Downs,-12332.41,CR,saas us,Contractor costs
GL0001194,2024-02-02,1010,Cash,,CC200,"Holder, Lara and Miller",11965.58,,SaaS Canada,Google Ads
GL0001195,2024-02-22,6100,S&M,Engineering,CC300,Moon-Barrera,9323.25,,SaaS HoldCo,Refund
GL0001196,2024-02-03,9999,Misc Expense,,CC100,"Gonzalez, Harmon and King",-9494.23,CR,SaaS Canada,
GL0001197,2024-02-13,6300,General and Administrative,Engineering,CC200,Williams-Bell,5729.52,DR,saas us,Contractor costs
GL0001198,2024-02-01,6200,R&D,Engineering,,Green-Hall,2071.91,DR,saas us,Reclass
GL0001199,2024-02-04,9999,Misc Expense,,CC300,Thomas-White,-15090.67,CR,saas us,Refund
GL0001200,2024-02-04,6200,R&D,Finance,,"Nelson, Pearson and Patton",20109.13,DR,SaaS Canada,Google Ads
GL0001201,2024-02-18,6100,sales & marketing,Marketing,CC100,Rodriguez-Ramirez,-4511.02,DR,saas us,Refund
GL0001202,2024-02-04,6100,Sales and Marketing,Marketing,,Murphy and Sons,13705.7,dr,SaaS US,Contractor costs
GL0001203,2024-02-02,6200,R&D,Marketing,,"Horne, Sanchez and Nelson",-21860.8,CR,SaaS HoldCo,AWS hosting
GL0001204,2024-02-23,6300,G&A,Operations,CC400,Johnson LLC,-7104.03,cr,SaaS US,Payroll
GL0001205,2024-02-11,6300,General and Administrative,Marketing,CC100,"Baker, Davis and Rasmussen",-12099.2,,SaaS Canada,Contractor costs
GL0001206,2024-02-20,9999,Misc Expense,,,Gray-Reese,13166.52,DR,saas us,Refund
GL0001207,2024-02-27,1010,Cash,Operations,CC200,Miller Ltd,-22668.76,CR,SaaS Canada,Refund
GL0001208,2024-02-16,6100,sales & marketing,Operations,CC100,Harris and Sons,9480.68,DR,SaaS Canada,AWS hosting
GL0001209,2024-02-08,5000,Cost of Service,Operations,CC400,Barber Ltd,10937.49,DR,saas us,Google Ads
GL0001210,2024-02-19,6100,sales & marketing,Sales,,"Simmons, Atkins and Thomas",-20319.73,CR,saas us,Software tools
GL0001211,2024-02-05,6100,S&M,Operations,,Carter LLC,4554.36,DR,SaaS HoldCo,AWS hosting
GL0001212,2024-02-24,9999,Misc Expense,Sales,CC100,"Horton, Ortiz and Pena",22762.95,DR,SaaS HoldCo,AWS hosting
GL0001213,2024-02-04,6300,G&A,,,"Weiss, Mitchell and May",21329.71,DR,SaaS HoldCo,AWS hosting
GL0001214,2024-02-09,6200,R&D,Sales,CC200,"Green, Wilson and Lopez",12206.26,DR,SaaS US,Refund
GL0001215,2024-02-22,9999,Misc Expense,Finance,CC200,Wallace-Wong,21385.88,DR,saas us,Payroll
GL0001216,2024-02-23,6100,S&M,,CC300,"Adams, Huff and Williams",5170.14,DR,SaaS Canada,Contractor costs
GL0001217,2024-02-23,9999,Misc Expense,,,Cannon-Stevens,8575.32,DR,SaaS HoldCo,AWS hosting
GL0001218,2024-02-10,6300,General and Administrative,Sales,,Wells-Horton,-17224.04,CR,SaaS Canada,
GL0001219,2024-02-13,6300,G&A,,,"Johnson, Roberts and Carter",23429.65,DR,SaaS US,Contractor costs
GL0001220,2024-02-13,5000,cost of service,,,Hebert Inc,-3626.64,cr,saas us,Google Ads
GL0001221,2024-02-19,6100,Sales and Marketing,Marketing,CC100,Hanson-Little,8079.83,DR,SaaS US,Software tools
GL0001222,2024-02-13,5000,Cost of Service,Operations,CC200,"Brown, Harris and Gutierrez",20422.08,DR,saas us,Software tools
GL0001223,2024-02-20,1010,Cash,Operations,,Campbell PLC,-10846.86,CR,SaaS Canada,Software tools
GL0001224,2024-02-15,6200,R&D,,,"Rodriguez, Franco and Martinez",15758.66,DR,SaaS Canada,Contractor costs
GL0001225,2024-02-21,1010,Cash,Marketing,CC300,Hall-Hamilton,-9655.87,CR,SaaS US,Payroll
GL0001226,2024-02-08,6300,General and Administrative,Sales,CC200,Hinton and Sons,10792.25,DR,SaaS US,Payroll
GL0001227,2024-02-15,5000,Cost of Service,Sales,CC100,Houston-Spencer,8410.07,DR,saas us,Google Ads
GL0001228,2024-02-19,6300,General and Administrative,Engineering,CC200,Camacho-King,6157.14,DR,SaaS US,Contractor costs
GL0001229,2024-02-12,6300,General and Administrative,Finance,CC100,Bell-Sullivan,3556.88,dr,SaaS Canada,Reclass
GL0001230,2024-02-10,6200,Research and Development,,CC400,"Brown, Cabrera and Caldwell",7954.02,DR,SaaS US,Refund
GL0001231,2024-02-10,6100,Sales and Marketing,Operations,CC100,Craig Inc,-10194.09,,SaaS HoldCo,Google Ads
GL0001232,2024-02-21,6100,S&M,Operations,CC200,Wolfe PLC,-19041.81,cr,SaaS HoldCo,
GL0001233,2024-02-03,6100,Sales and Marketing,Finance,,Wright and Sons,15912.52,DR,saas us,Payroll
GL0001234,2024-02-01,6100,Sales and Marketing,Marketing,CC300,Ross Inc,-24793.61,CR,SaaS HoldCo,
GL0001235,2024-02-05,9999,Misc Expense,Finance,CC200,Spencer Inc,16627.02,dr,SaaS HoldCo,AWS hosting
GL0001236,2024-02-20,5000,Cost of Service,Operations,CC300,"Sullivan, Anderson and Ramirez",16900.57,DR,SaaS HoldCo,AWS hosting
GL0001237,2024-02-23,6100,S&M,Operations,CC100,Foster-Perez,-19905.3,CR,SaaS HoldCo,Reclass
GL0001238,2024-02-19,6200,R&D,,,Perry-Oconnor,2708.76,dr,saas us,Payroll
GL0001239,2024-02-11,6300,General and Administrative,Finance,,"Myers, Lee and Santana",-4269.53,CR,SaaS US,AWS hosting
GL0001240,2024-02-15,6300,General and Administrative,Engineering,CC300,"Moore, White and Sutton",21908.38,DR,saas us,Refund
GL0001241,2024-02-22,6200,Research and Development,,,"Flowers, Reed and Carter",10594.91,dr,SaaS US,Reclass
GL0001242,2024-02-03,6100,S&M,Sales,,"Morris, Wolf and Simpson",8311.23,DR,SaaS Canada,Payroll
GL0001243,2024-02-25,6200,Research and Development,Finance,CC400,Lewis-Rodgers,1118.57,dr,SaaS HoldCo,
GL0001244,2024-02-27,5000,cost of service,,CC300,Collins-Zamora,12957.37,DR,SaaS US,
GL0001245,2024-02-17,6100,Sales and Marketing,Operations,,Gay-Morrow,3305.27,DR,SaaS US,Reclass
GL0001246,2024-02-13,6100,S&M,Operations,CC400,Jacobs and Sons,-2823.73,CR,SaaS HoldCo,Refund
GL0001247,2024-02-20,6300,G&A,,,Lewis-Moore,-10518.65,CR,saas us,Google Ads
GL0001248,2024-02-07,6300,G&A,Finance,,Smith-Brown,4218.0,DR,SaaS HoldCo,Google Ads
GL0001249,2024-02-20,5000,cost of service,Marketing,,"Thompson, Davis and Lamb",7256.25,DR,SaaS HoldCo,Reclass
GL0001250,2024-02-21,6300,General and Administrative,Operations,CC100,Schultz Inc,-24415.19,CR,SaaS HoldCo,Software tools
GL0001251,2024-02-06,9999,Misc Expense,,CC400,"Kemp, Flores and Todd",12540.82,DR,SaaS Canada,Contractor costs
GL0001252,2024-02-14,6200,Research and Development,Sales,CC200,Cowan Ltd,-23482.44,CR,SaaS HoldCo,Contractor costs
GL0001253,2024-02-07,9999,Misc Expense,Marketing,CC400,"Vaughn, Adams and Hernandez",20948.51,DR,saas us,Contractor costs
GL0001254,2024-02-17,,Misc Expense,Sales,CC300,Phelps-Neal,-11255.47,,SaaS HoldCo,AWS hosting
GL0001255,2024-02-17,6200,R&D,Marketing,CC100,"James, Meza and Yu",-19275.26,cr,saas us,Payroll
GL0001256,2024-02-26,6100,Sales and Marketing,Engineering,CC100,Fleming Ltd,16305.9,DR,SaaS Canada,
GL0001257,2024-02-16,6100,Sales and Marketing,,CC200,Lara-Smith,-2940.94,dr,SaaS Canada,Software tools
GL0001258,2024-02-18,5000,Cost of Service,Engineering,,Taylor-Schmitt,16592.34,DR,SaaS HoldCo,
GL0001259,2024-02-18,1010,Cash,Engineering,CC100,Vargas-Allen,4331.6,DR,saas us,Contractor costs
GL0001260,2024-02-08,6100,sales & marketing,Marketing,CC100,"Thompson, Patterson and Harris",11998.37,dr,SaaS HoldCo,Software tools
GL0001261,2024-03-24,6100,sales & marketing,Operations,CC100,Foster PLC,22120.87,DR,SaaS HoldCo,AWS hosting
GL0001262,2024-03-05,6200,R&D,,,"Osborne, Nielsen and Smith",-15530.0,CR,saas us,Payroll
GL0001263,2024-03-11,6300,G&A,Engineering,,Harris-Hobbs,3675.09,DR,SaaS HoldCo,Reclass
GL0001264,2024-03-10,6100,Sales and Marketing,Sales,CC400,Zimmerman and Sons,13266.16,DR,SaaS HoldCo,Reclass
GL0001265,2024-03-15,6300,G&A,,,"Beck, Weber and Conner",15680.13,DR,saas us,Google Ads
GL0001266,2024-03-26,5000,cost of service,,CC400,Cline LLC,-15082.65,CR,saas us,Google Ads
GL0001267,2024-03-16,,Cash,,CC400,"Nicholson, Webb and Chambers",-19471.8,CR,saas us,Google Ads
GL0001268,2024-03-12,6100,Sales and Marketing,,CC300,Sullivan LLC,20065.62,DR,SaaS HoldCo,Google Ads
GL0001269,2024-03-13,6100,sales & marketing,Engineering,CC100,Rojas-Lester,18052.26,DR,SaaS Canada,
