gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo,account_category
GL0001171,2024-02-17,6300.0,g&a,Unknown,CC100,"Ross, Cruz and Martinez",16804.15,DR,SaaS US,Contractor costs,G&A
GL0001172,2024-02-19,6300.0,general and administrative,Operations,Unknown,Fleming LLC,-21060.23,CR,SaaS US,Contractor costs,G&A
GL0001173,2024-02-04,6100.0,sales & marketing,Sales,CC100,Gillespie LLC,19703.36,DR,SaaS Canada,Google Ads,Sales & Marketing
GL0001174,2024-02-25,1010.0,cash,Engineering,Unknown,"Leach, Smith and Cox",14861.86,DR,SaaS Canada,Software tools,Cash
GL0001175,2024-02-14,5000.0,cost of service,Operations,Unknown,"Braun, Young and Simmons",3817.7,DR,SaaS US,AWS hosting,COGS
GL0001176,2024-02-10,5000.0,cost of service,Sales,CC200,Adams-Thomas,20119.09,DR,SaaS Canada,Contractor costs,COGS
GL0001177,2024-02-17,6100.0,sales & marketing,Sales,Unknown,"Rivera, Quinn and Harrison",-12617.32,CR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0001178,2024-02-23,6300.0,general and administrative,Unknown,Unknown,Mcknight Ltd,-3209.33,CR,SaaS US,Software tools,G&A
GL0001179,2024-02-09,6200.0,research and development,Sales,CC400,"Schmidt, Jones and Mccarty",-3353.66,CR,SaaS Canada,Contractor costs,R&D
GL0001180,2024-02-13,9999.0,misc expense,Unknown,CC100,"Harmon, Hunt and Hernandez",-22204.48,CR,SaaS US,Software tools,Other
GL0001181,2024-02-01,6300.0,general and administrative,Operations,CC300,"Ward, Miller and Elliott",20303.73,DR,SaaS US,Payroll,G&A
GL0001182,2024-02-19,1010.0,cash,Sales,CC300,"Pittman, Rosales and Evans",-21825.79,DR,SaaS US,Google Ads,Cash
GL0001183,2024-02-24,6100.0,sales and marketing,Unknown,CC300,"Cruz, Wilkins and Miller",18060.56,DR,SaaS US,Software tools,Sales & Marketing
GL0001184,2024-02-16,9999.0,misc expense,Operations,CC100,Mann-Norris,6726.98,DR,SaaS US,Contractor costs,Other
GL0001185,2024-02-21,6100.0,s&m,Operations,CC300,Turner Inc,15935.72,DR,SaaS Canada,Reclass,Sales & Marketing
GL0001186,2024-02-06,5000.0,cost of service,Engineering,CC400,Saunders-Crawford,-5686.89,CR,SaaS US,Google Ads,COGS
GL0001187,2024-02-01,6200.0,research and development,Operations,CC200,Turner Ltd,20847.49,DR,SaaS US,AWS hosting,R&D
GL0001188,2024-02-14,9999.0,misc expense,Marketing,CC300,Leblanc-Barton,-22947.4,CR,SaaS US,Refund,Other
GL0001189,2024-02-21,6300.0,g&a,Operations,CC200,Avila-Davis,23031.09,DR,SaaS HoldCo,Contractor costs,G&A
GL0001190,2024-02-21,5000.0,cost of service,Unknown,CC200,Spears-Mckinney,15846.92,DR,SaaS Canada,Contractor costs,COGS
GL0001191,2024-02-24,9999.0,misc expense,Unknown,CC100,Wolf-Everett,5440.55,DR,SaaS Canada,AWS hosting,Other
GL0001192,2024-02-14,6300.0,g&a,Operations,CC400,Sampson-Hansen,7781.04,DR,SaaS HoldCo,AWS hosting,G&A
GL0001193,2024-02-23,6100.0,s&m,Unknown,CC200,"Reynolds, Fletcher and Booth",-1855.18,,SaaS HoldCo,Google Ads,Sales & Marketing
GL0001194,2024-02-16,5000.0,cost of service,Unknown,CC300,Preston and Sons,4140.67,DR,SaaS HoldCo,AWS hosting,COGS
GL0001195,2024-02-03,1010.0,cash,Engineering,CC300,"May, Johnson and Ibarra",4518.74,DR,SaaS US,Refund,Cash
GL0001196,2024-02-25,Unknown,s&m,Sales,Unknown,"Wood, Bridges and Wilson",-16604.14,CR,SaaS Canada,Reclass,Sales & Marketing
GL0001197,2024-02-04,5000.0,cost of service,Engineering,CC300,Lutz-Crosby,-11720.03,CR,SaaS HoldCo,Unknown,COGS
GL0001198,2024-02-06,6100.0,s&m,Unknown,CC300,"Reilly, Murphy and Cobb",-14778.93,CR,SaaS Canada,Unknown,Sales & Marketing
GL0001199,2024-02-08,1010.0,cash,Sales,CC200,"Riley, Navarro and Sparks",1465.97,DR,SaaS US,Refund,Cash
GL0001200,2024-02-09,1010.0,cash,Unknown,CC100,Terrell Group,-17862.42,CR,SaaS US,Payroll,Cash
GL0001201,2024-02-22,6100.0,sales and marketing,Unknown,CC400,May-Meyer,19532.79,DR,SaaS US,Unknown,Sales & Marketing
GL0001202,2024-02-23,6200.0,r&d,Finance,CC400,Howard LLC,-4271.78,CR,SaaS US,Payroll,R&D
GL0001203,2024-02-13,6100.0,s&m,Engineering,Unknown,Bell-Green,16925.86,DR,SaaS US,AWS hosting,Sales & Marketing
GL0001204,2024-02-19,6100.0,sales and marketing,Operations,Unknown,"Briggs, Williams and Davenport",8494.85,DR,SaaS HoldCo,Refund,Sales & Marketing
GL0001205,2024-02-14,6300.0,general and administrative,Engineering,CC400,Reynolds and Sons,-1884.06,CR,SaaS Canada,Contractor costs,G&A
GL0001206,2024-02-09,5000.0,cost of service,Finance,Unknown,Ramirez Inc,-17765.87,CR,SaaS Canada,Reclass,COGS
GL0001207,2024-02-05,6200.0,r&d,Sales,CC400,Vincent-Hayden,7069.51,DR,SaaS Canada,Google Ads,R&D
GL0001208,2024-02-19,1010.0,cash,Engineering,Unknown,Robinson-Rodriguez,11760.07,DR,SaaS US,Reclass,Cash
GL0001209,2024-02-23,9999.0,misc expense,Operations,Unknown,David-Bass,-5670.31,CR,SaaS Canada,Software tools,Other
GL0001210,2024-02-26,5000.0,cost of service,Engineering,CC200,Horton-Scott,16694.11,DR,SaaS US,Software tools,COGS
GL0001211,2024-02-16,6300.0,general and administrative,Unknown,Unknown,Curtis-Ramirez,-24902.02,,SaaS HoldCo,Contractor costs,G&A
GL0001212,2024-02-12,6300.0,g&a,Engineering,CC200,Cole-Decker,16716.37,DR,SaaS Canada,AWS hosting,G&A
GL0001213,2024-02-20,6200.0,research and development,Operations,Unknown,"Morris, Castaneda and Armstrong",-24061.03,CR,SaaS HoldCo,Google Ads,R&D
GL0001214,2024-02-20,5000.0,cost of service,Finance,CC300,"Wilson, Diaz and Serrano",14268.16,DR,SaaS US,Unknown,COGS
GL0001215,2024-02-03,6100.0,sales and marketing,Engineering,CC300,"Rodriguez, Fields and Chen",9997.84,DR,SaaS US,Unknown,Sales & Marketing
GL0001216,2024-02-14,5000.0,cost of service,Engineering,Unknown,Thomas-Miller,3168.87,DR,SaaS US,Refund,COGS
GL0001217,2024-02-15,6100.0,s&m,Sales,CC200,Snyder-Reid,-12928.07,,SaaS Canada,Payroll,Sales & Marketing
GL0001218,2024-02-08,1010.0,cash,Unknown,CC100,"Martinez, Sullivan and Miller",-15635.84,CR,SaaS HoldCo,AWS hosting,Cash
GL0001219,2024-02-12,6300.0,g&a,Marketing,Unknown,Unknown,1393.75,DR,SaaS HoldCo,Software tools,G&A
GL0001220,2024-02-16,6100.0,sales and marketing,Engineering,Unknown,Carter-Cobb,21896.67,DR,SaaS Canada,Unknown,Sales & Marketing
GL0001221,2024-02-01,6100.0,sales and marketing,Engineering,CC200,"Mcgrath, Martinez and Leon",15208.47,DR,SaaS HoldCo,Unknown,Sales & Marketing
GL0001222,2024-02-27,6200.0,r&d,Operations,CC200,Jackson Inc,20135.9,DR,SaaS HoldCo,Google Ads,R&D
GL0001223,2024-02-15,Unknown,r&d,Unknown,Unknown,Barnett-Peters,-8019.6,CR,SaaS HoldCo,Reclass,R&D
GL0001224,2024-02-03,5000.0,cost of service,Engineering,CC200,"Bailey, Brown and Moreno",-12332.41,CR,SaaS US,Contractor costs,COGS
GL0001225,2024-02-02,1010.0,cash,Unknown,CC200,"Schwartz, Vega and Lopez",11965.58,,SaaS Canada,Google Ads,Cash
GL0001226,2024-02-22,6100.0,s&m,Engineering,CC300,"Alvarado, Moore and Macias",9323.25,,SaaS HoldCo,Refund,Sales & Marketing
GL0001227,2024-02-03,9999.0,misc expense,Unknown,CC100,Brown-Mullins,-9494.23,CR,SaaS Canada,Unknown,Other
GL0001228,2024-02-13,6300.0,general and administrative,Engineering,CC200,Kelley-Harrington,5729.52,DR,SaaS US,Contractor costs,G&A
GL0001229,2024-02-01,6200.0,r&d,Engineering,Unknown,Rodriguez-Roth,2071.91,DR,SaaS US,Reclass,R&D
GL0001230,2024-02-04,9999.0,misc expense,Unknown,CC300,Kirk Ltd,-15090.67,CR,SaaS US,Refund,Other
GL0001231,2024-02-04,6200.0,r&d,Finance,Unknown,"Reyes, Sanchez and Johnson",20109.13,DR,SaaS Canada,Google Ads,R&D
GL0001232,2024-02-18,6100.0,sales & marketing,Marketing,CC100,"Leach, Brock and Booth",-4511.02,DR,SaaS US,Refund,Sales & Marketing
GL0001233,2024-02-04,6100.0,sales and marketing,Marketing,Unknown,Huffman-Cantu,13705.7,DR,SaaS US,Contractor costs,Sales & Marketing
GL0001234,2024-02-02,6200.0,r&d,Marketing,Unknown,"Morgan, Clark and Obrien",-21860.8,CR,SaaS HoldCo,AWS hosting,R&D
GL0001235,2024-02-23,6300.0,g&a,Operations,CC400,Stewart Ltd,-7104.03,CR,SaaS US,Payroll,G&A
GL0001236,2024-02-11,6300.0,general and administrative,Marketing,CC100,Jones-Clark,-12099.2,,SaaS Canada,Contractor costs,G&A
GL0001237,2024-02-20,9999.0,misc expense,Unknown,Unknown,Hernandez Ltd,13166.52,DR,SaaS US,Refund,Other
GL0001238,2024-02-27,1010.0,cash,Operations,CC200,"Simon, Larson and Garcia",-22668.76,CR,SaaS Canada,Refund,Cash
GL0001239,2024-02-16,6100.0,sales & marketing,Operations,CC100,Hoffman-Tucker,9480.68,DR,SaaS Canada,AWS hosting,Sales & Marketing
GL0001240,2024-02-08,5000.0,cost of service,Operations,CC400,Garcia-Chapman,10937.49,DR,SaaS US,Google Ads,COGS
GL0001241,2024-02-19,6100.0,sales & marketing,Sales,Unknown,"Pierce, Whitaker and Ware",-20319.73,CR,SaaS US,Software tools,Sales & Marketing
GL0001242,2024-02-05,6100.0,s&m,Operations,Unknown,Cole-Cruz,4554.36,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0001243,2024-02-24,9999.0,misc expense,Sales,CC100,"Baldwin, Morris and Barrett",22762.95,DR,SaaS HoldCo,AWS hosting,Other
GL0001244,2024-02-04,6300.0,g&a,Unknown,Unknown,Davis and Sons,21329.71,DR,SaaS HoldCo,AWS hosting,G&A
GL0001245,2024-02-09,6200.0,r&d,Sales,CC200,Jones Ltd,12206.26,DR,SaaS US,Refund,R&D
GL0001246,2024-02-22,9999.0,misc expense,Finance,CC200,"Carpenter, Price and Ellis",21385.88,DR,SaaS US,Payroll,Other
GL0001247,2024-02-23,6100.0,s&m,Unknown,CC300,Conrad-Jordan,5170.14,DR,SaaS Canada,Contractor costs,Sales & Marketing
GL0001248,2024-02-23,9999.0,misc expense,Unknown,Unknown,Murphy LLC,8575.32,DR,SaaS HoldCo,AWS hosting,Other
GL0001249,2024-02-10,6300.0,general and administrative,Sales,Unknown,Murphy-Wilson,-17224.04,CR,SaaS Canada,Unknown,G&A
GL0001250,2024-02-13,6300.0,g&a,Unknown,Unknown,Berg and Sons,23429.65,DR,SaaS US,Contractor costs,G&A
GL0001251,2024-02-13,5000.0,cost of service,Unknown,Unknown,Powell Ltd,-3626.64,CR,SaaS US,Google Ads,COGS
GL0001252,2024-02-19,6100.0,sales and marketing,Marketing,CC100,Pacheco-Howell,8079.83,DR,SaaS US,Software tools,Sales & Marketing
GL0001253,2024-02-13,5000.0,cost of service,Operations,CC200,Herman PLC,20422.08,DR,SaaS US,Software tools,COGS
GL0001254,2024-02-20,1010.0,cash,Operations,Unknown,"Woods, Massey and Sutton",-10846.86,CR,SaaS Canada,Software tools,Cash
GL0001255,2024-02-15,6200.0,r&d,Unknown,Unknown,"Brown, Stanley and Norman",15758.66,DR,SaaS Canada,Contractor costs,R&D
GL0001256,2024-02-21,1010.0,cash,Marketing,CC300,"Hall, Miller and Hunt",-9655.87,CR,SaaS US,Payroll,Cash
GL0001257,2024-02-08,6300.0,general and administrative,Sales,CC200,Hart and Sons,10792.25,DR,SaaS US,Payroll,G&A
GL0001258,2024-02-15,5000.0,cost of service,Sales,CC100,Hodges and Sons,8410.07,DR,SaaS US,Google Ads,COGS
GL0001259,2024-02-19,6300.0,general and administrative,Engineering,CC200,Hill-Ruiz,6157.14,DR,SaaS US,Contractor costs,G&A
GL0001260,2024-02-12,6300.0,general and administrative,Finance,CC100,Foster and Sons,3556.88,DR,SaaS Canada,Reclass,G&A
GL0001261,2024-03-10,6200.0,research and development,Unknown,CC400,Rios-Burns,7954.02,DR,SaaS US,Refund,R&D
GL0001262,2024-03-10,6100.0,sales and marketing,Operations,CC100,Day-Bruce,-10194.09,,SaaS HoldCo,Google Ads,Sales & Marketing
GL0001263,2024-03-21,6100.0,s&m,Operations,CC200,Molina Group,-19041.81,CR,SaaS HoldCo,Unknown,Sales & Marketing
GL0001264,2024-03-03,6100.0,sales and marketing,Finance,Unknown,Garcia-Atkins,15912.52,DR,SaaS US,Payroll,Sales & Marketing
GL0001265,2024-03-01,6100.0,sales and marketing,Marketing,CC300,Stewart Inc,-24793.61,CR,SaaS HoldCo,Unknown,Sales & Marketing
GL0001266,2024-03-05,9999.0,misc expense,Finance,CC200,Farley-Sellers,16627.02,DR,SaaS HoldCo,AWS hosting,Other
GL0001267,2024-03-20,5000.0,cost of service,Operations,CC300,Dean Inc,16900.57,DR,SaaS HoldCo,AWS hosting,COGS
GL0001268,2024-03-23,6100.0,s&m,Operations,CC100,Johnson-James,-19905.3,CR,SaaS HoldCo,Reclass,Sales & Marketing
GL0001269,2024-03-19,6200.0,r&d,Unknown,Unknown,Cannon-Murphy,2708.76,DR,SaaS US,Payroll,R&D
GL0001270,2024-03-11,6300.0,general and administrative,Finance,Unknown,Gibbs-Mcdowell,-4269.53,CR,SaaS US,AWS hosting,G&A
GL0001271,2024-03-15,6300.0,general and administrative,Engineering,CC300,Miller Inc,21908.38,DR,SaaS US,Refund,G&A
GL0001272,2024-03-22,6200.0,research and development,Unknown,Unknown,Gregory Ltd,10594.91,DR,SaaS US,Reclass,R&D
GL0001273,2024-03-03,6100.0,s&m,Sales,Unknown,Lopez Inc,8311.23,DR,SaaS Canada,Payroll,Sales & Marketing
GL0001274,2024-03-25,6200.0,research and development,Finance,CC400,Garza-Williams,1118.57,DR,SaaS HoldCo,Unknown,R&D
GL0001275,2024-03-27,5000.0,cost of service,Unknown,CC300,Mathis Inc,12957.37,DR,SaaS US,Unknown,COGS
GL0001276,2024-03-17,6100.0,sales and marketing,Operations,Unknown,Rogers Ltd,3305.27,DR,SaaS US,Reclass,Sales & Marketing
GL0001277,2024-03-13,6100.0,s&m,Operations,CC400,Gardner PLC,-2823.73,CR,SaaS HoldCo,Refund,Sales & Marketing
GL0001278,2024-03-20,6300.0,g&a,Unknown,Unknown,Pham-Mendez,-10518.65,CR,SaaS US,Google Ads,G&A
GL0001279,2024-03-07,6300.0,g&a,Finance,Unknown,"Padilla, Rodriguez and Higgins",4218.0,DR,SaaS HoldCo,Google Ads,G&A
GL0001280,2024-03-20,5000.0,cost of service,Marketing,Unknown,Kelly-Wagner,7256.25,DR,SaaS HoldCo,Reclass,COGS
GL0001281,2024-03-21,6300.0,general and administrative,Operations,CC100,Li LLC,-24415.19,CR,SaaS HoldCo,Software tools,G&A
GL0001282,2024-03-06,9999.0,misc expense,Unknown,CC400,Tapia-Thomas,12540.82,DR,SaaS Canada,Contractor costs,Other
GL0001283,2024-03-14,6200.0,research and development,Sales,CC200,"Miller, Mejia and Jackson",-23482.44,CR,SaaS HoldCo,Contractor costs,R&D
GL0001284,2024-03-07,9999.0,misc expense,Marketing,CC400,Robinson-Brown,20948.51,DR,SaaS US,Contractor costs,Other
GL0001285,2024-03-17,Unknown,misc expense,Sales,CC300,Austin-Campbell,-11255.47,,SaaS HoldCo,AWS hosting,Other
GL0001286,2024-03-17,6200.0,r&d,Marketing,CC100,"Flores, Juarez and Banks",-19275.26,CR,SaaS US,Payroll,R&D
GL0001287,2024-03-26,6100.0,sales and marketing,Engineering,CC100,Willis PLC,16305.9,DR,SaaS Canada,Unknown,Sales & Marketing
GL0001288,2024-03-16,6100.0,sales and marketing,Unknown,CC200,"Horne, Carter and Henderson",-2940.94,DR,SaaS Canada,Software tools,Sales & Marketing
GL0001289,2024-03-18,5000.0,cost of service,Engineering,Unknown,Rowland-Matthews,16592.34,DR,SaaS HoldCo,Unknown,COGS
GL0001290,2024-03-18,1010.0,cash,Engineering,CC100,"Guerrero, Dixon and Freeman",4331.6,DR,SaaS US,Contractor costs,Cash
GL0001291,2024-03-08,6100.0,sales & marketing,Marketing,CC100,"Martinez, Anderson and Silva",11998.37,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0001292,2024-03-24,6100.0,sales & marketing,Operations,CC100,"Wilson, Lee and Small",22120.87,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0001293,2024-03-05,6200.0,r&d,Unknown,Unknown,"Hebert, Chavez and Dorsey",-15530.0,CR,SaaS US,Payroll,R&D
GL0001294,2024-03-11,6300.0,g&a,Engineering,Unknown,David-Parker,3675.09,DR,SaaS HoldCo,Reclass,G&A
GL0001295,2024-03-10,6100.0,sales and marketing,Sales,CC400,"Cordova, Martinez and Adkins",13266.16,DR,SaaS HoldCo,Reclass,Sales & Marketing
GL0001296,2024-03-15,6300.0,g&a,Unknown,Unknown,"Miller, Leonard and Schwartz",15680.13,DR,SaaS US,Google Ads,G&A
GL0001297,2024-03-26,5000.0,cost of service,Unknown,CC400,Johnson LLC,-15082.65,CR,SaaS US,Google Ads,COGS
GL0001298,2024-03-16,Unknown,cash,Unknown,CC400,"Mckenzie, Hughes and Nguyen",-19471.8,CR,SaaS US,Google Ads,Cash
GL0001299,2024-03-12,6100.0,sales and marketing,Unknown,CC300,Santos-Werner,20065.62,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0001300,2024-03-13,6100.0,sales & marketing,Engineering,CC100,Schmidt Ltd,18052.26,DR,SaaS Canada,Unknown,Sales & Marketing
GL0001301,2024-03-10,6100.0,sales & marketing,Operations,CC400,Villanueva-Hendrix,-22351.06,CR,SaaS US,Google Ads,Sales & Marketing
GL0001302,2024-03-02,6200.0,r&d,Operations,CC200,"Payne, Doyle and Chase",16143.79,DR,SaaS US,Google Ads,R&D
GL0001303,2024-03-27,6300.0,general and administrative,Unknown,CC400,"Wong, Dunn and Gaines",-20694.93,CR,SaaS US,Google Ads,G&A
GL0001304,2024-03-06,6200.0,r&d,Unknown,CC200,Scott-Mclaughlin,5774.57,DR,SaaS Canada,Contractor costs,R&D
GL0001305,2024-03-13,Unknown,g&a,Unknown,CC100,"Boyd, Austin and Mitchell",2549.77,DR,SaaS HoldCo,Reclass,G&A
GL0001306,2024-03-05,9999.0,misc expense,Sales,Unknown,Unknown,21223.37,DR,SaaS US,Payroll,Other
GL0001307,2024-03-24,6200.0,research and development,Sales,CC200,"Ball, Levy and Hoffman",-2980.12,CR,SaaS HoldCo,Payroll,R&D
GL0001308,2024-03-24,9999.0,misc expense,Finance,Unknown,Blackwell-Davis,1486.51,DR,SaaS Canada,Google Ads,Other
GL0001309,2024-03-12,1010.0,cash,Unknown,CC200,"Brown, Williams and Miller",21230.37,,SaaS Canada,Reclass,Cash
GL0001310,2024-03-08,6100.0,sales & marketing,Unknown,CC100,"Jones, Prince and Odom",10638.85,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0001311,2024-03-11,5000.0,cost of service,Marketing,CC200,"Lee, Pineda and Haynes",-6538.81,CR,SaaS Canada,Unknown,COGS
GL0001312,2024-03-04,6300.0,general and administrative,Sales,CC300,"Turner, Wilcox and Fritz",-22871.4,CR,SaaS US,Payroll,G&A
GL0001313,2024-03-07,5000.0,cost of service,Sales,CC300,Taylor Ltd,2170.07,DR,SaaS HoldCo,Contractor costs,COGS
GL0001314,2024-03-11,6300.0,general and administrative,Operations,CC100,Rose and Sons,16783.16,,SaaS HoldCo,Google Ads,G&A
GL0001315,2024-03-03,6300.0,g&a,Marketing,Unknown,"Hester, Marquez and Williams",23220.16,DR,SaaS HoldCo,Payroll,G&A
GL0001316,2024-03-03,6300.0,general and administrative,Marketing,CC100,Ramirez LLC,5369.62,DR,SaaS Canada,Refund,G&A
GL0001317,2024-03-15,6300.0,general and administrative,Engineering,CC100,Wolfe-Garcia,-10240.74,CR,SaaS HoldCo,Unknown,G&A
GL0001318,2024-03-14,6300.0,general and administrative,Finance,CC300,Jordan Inc,17311.42,DR,SaaS US,Contractor costs,G&A
GL0001319,2024-03-19,5000.0,cost of service,Unknown,CC200,Reed Group,-22528.57,,SaaS Canada,Google Ads,COGS
GL0001320,2024-03-04,5000.0,cost of service,Sales,CC400,"Owen, Jefferson and Brown",7875.16,DR,SaaS HoldCo,Software tools,COGS
GL0001321,2024-03-17,5000.0,cost of service,Operations,CC400,Conley Group,-11342.48,,SaaS US,Reclass,COGS
GL0001322,2024-03-06,6100.0,sales & marketing,Operations,Unknown,Turner Group,18575.06,DR,SaaS HoldCo,Refund,Sales & Marketing
GL0001323,2024-03-08,9999.0,misc expense,Operations,Unknown,"Guerra, Buckley and Duarte",-22364.36,CR,SaaS Canada,Reclass,Other
GL0001324,2024-03-19,5000.0,cost of service,Sales,Unknown,Davis Ltd,18103.05,DR,SaaS Canada,AWS hosting,COGS
GL0001325,2024-03-18,6100.0,sales & marketing,Sales,Unknown,"Ayala, Nichols and Anderson",-24838.36,CR,SaaS HoldCo,Software tools,Sales & Marketing
GL0001326,2024-03-22,6100.0,sales & marketing,Unknown,Unknown,Watson-Figueroa,-16358.68,CR,SaaS US,Software tools,Sales & Marketing
GL0001327,2024-03-02,6100.0,sales and marketing,Sales,Unknown,Robinson PLC,15442.88,DR,SaaS US,Payroll,Sales & Marketing
GL0001328,2024-03-25,6300.0,general and administrative,Sales,Unknown,Smith Ltd,16831.12,DR,SaaS Canada,Software tools,G&A
GL0001329,2024-03-15,9999.0,misc expense,Unknown,Unknown,Jones and Sons,20374.42,DR,SaaS US,Contractor costs,Other
GL0001330,2024-03-27,6300.0,general and administrative,Unknown,Unknown,Mason-Holder,7827.92,DR,SaaS HoldCo,AWS hosting,G&A
GL0001331,2024-03-18,6300.0,general and administrative,Unknown,Unknown,Ross PLC,3303.0,,SaaS HoldCo,Reclass,G&A
GL0001332,2024-03-22,6200.0,research and development,Finance,Unknown,Juarez-Oconnell,-13752.83,CR,SaaS HoldCo,Contractor costs,R&D
GL0001333,2024-03-08,6300.0,general and administrative,Unknown,CC400,Hickman Ltd,5974.98,DR,SaaS HoldCo,Software tools,G&A
GL0001334,2024-03-23,9999.0,misc expense,Unknown,CC300,Walker PLC,-23867.79,CR,SaaS Canada,Reclass,Other
GL0001335,2024-03-17,6300.0,general and administrative,Marketing,Unknown,Williams PLC,22967.89,DR,SaaS Canada,Reclass,G&A
GL0001336,2024-03-14,9999.0,misc expense,Finance,CC400,"Brown, Dunn and Townsend",-5264.39,CR,SaaS US,Unknown,Other
GL0001337,2024-03-10,5000.0,cost of service,Unknown,Unknown,Woodard Inc,23981.41,CR,SaaS HoldCo,Software tools,COGS
GL0001338,2024-03-23,5000.0,cost of service,Unknown,CC400,Shaw-Humphrey,21731.59,DR,SaaS US,Payroll,COGS
GL0001339,2024-03-08,6200.0,r&d,Engineering,CC300,"Flynn, Matthews and Jackson",-7869.35,CR,SaaS HoldCo,Contractor costs,R&D
GL0001340,2024-03-04,6300.0,g&a,Unknown,CC400,Larsen-Mitchell,10057.39,DR,SaaS US,Unknown,G&A
GL0001341,2024-03-11,9999.0,misc expense,Engineering,CC200,Miller-Gutierrez,-13405.02,DR,SaaS US,Payroll,Other
GL0001342,2024-03-08,6100.0,sales & marketing,Unknown,CC400,Nelson Inc,11252.19,DR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0001343,2024-03-11,6100.0,s&m,Operations,CC200,"Raymond, Mejia and Weeks",8957.06,DR,SaaS US,Software tools,Sales & Marketing
GL0001344,2024-03-10,6100.0,sales & marketing,Marketing,CC100,"Smith, Johnson and Delgado",14076.49,,SaaS US,Payroll,Sales & Marketing
GL0001345,2024-03-05,6100.0,sales and marketing,Sales,CC100,Hughes-Cannon,12315.21,DR,SaaS US,Google Ads,Sales & Marketing
GL0001346,2024-03-14,6200.0,r&d,Finance,Unknown,"Ward, Smith and Ayala",-18594.92,CR,SaaS US,Software tools,R&D
GL0001347,2024-03-13,1010.0,cash,Engineering,Unknown,Riley-Jenkins,5700.42,DR,SaaS HoldCo,Reclass,Cash
GL0001348,2024-03-15,6100.0,sales & marketing,Unknown,CC400,Long Inc,3787.65,DR,SaaS Canada,AWS hosting,Sales & Marketing
GL0001349,2024-03-21,1010.0,cash,Sales,Unknown,Moore Group,10026.62,DR,SaaS Canada,Contractor costs,Cash
GL0001350,2024-03-12,6200.0,r&d,Unknown,CC100,Lozano-Mata,16767.18,DR,SaaS US,Payroll,R&D
GL0001351,2024-04-08,9999.0,misc expense,Unknown,Unknown,Gordon and Sons,8789.44,DR,SaaS US,Google Ads,Other
GL0001352,2024-04-06,5000.0,cost of service,Unknown,Unknown,Smith Ltd,14710.57,CR,SaaS Canada,Refund,COGS
GL0001353,2024-04-26,5000.0,cost of service,Operations,Unknown,Wilson Inc,3149.31,DR,SaaS US,Refund,COGS
GL0001354,2024-04-27,9999.0,misc expense,Finance,CC100,Long Ltd,14808.84,DR,SaaS US,Google Ads,Other
GL0001355,2024-04-13,6100.0,sales & marketing,Operations,CC300,Walter Ltd,-20702.3,CR,SaaS US,Google Ads,Sales & Marketing
GL0001356,2024-04-05,6300.0,g&a,Unknown,CC300,Johnson PLC,18278.55,DR,SaaS US,AWS hosting,G&A
GL0001357,2024-04-09,6300.0,general and administrative,Operations,Unknown,Solis and Sons,-8338.88,CR,SaaS Canada,Reclass,G&A
GL0001358,2024-04-12,6200.0,research and development,Engineering,CC400,"Green, Ponce and Hansen",-10367.52,CR,SaaS HoldCo,AWS hosting,R&D
GL0001359,2024-04-08,5000.0,cost of service,Operations,CC300,"Smith, Carson and Howard",1902.87,DR,SaaS Canada,Payroll,COGS
GL0001360,2024-04-12,9999.0,misc expense,Unknown,CC200,Russell-West,17062.97,DR,SaaS HoldCo,Software tools,Other
GL0001361,2024-04-03,6200.0,research and development,Engineering,CC300,Middleton Ltd,15085.12,DR,SaaS US,Reclass,R&D
GL0001362,2024-04-03,6100.0,sales and marketing,Finance,Unknown,Becker-Bartlett,20885.76,DR,SaaS Canada,Payroll,Sales & Marketing
GL0001363,2024-04-18,6300.0,g&a,Operations,CC200,Barker-Wall,10580.81,DR,SaaS HoldCo,Google Ads,G&A
GL0001364,2024-04-18,6200.0,r&d,Unknown,CC100,"Wilkerson, Chen and Williams",20445.18,DR,SaaS HoldCo,Unknown,R&D
GL0001365,2024-04-21,9999.0,misc expense,Engineering,CC400,"Clay, Wilson and Moss",-11929.79,CR,SaaS US,Reclass,Other
GL0001366,2024-04-07,6200.0,r&d,Engineering,Unknown,Krause Group,-17403.98,CR,SaaS HoldCo,Reclass,R&D
GL0001367,2024-04-03,6100.0,s&m,Unknown,CC100,"Mills, Brown and Lozano",9214.76,DR,SaaS HoldCo,Payroll,Sales & Marketing
GL0001368,2024-04-26,9999.0,misc expense,Unknown,Unknown,Bowen Group,6026.86,DR,SaaS US,Google Ads,Other
GL0001369,2024-04-14,6300.0,g&a,Unknown,Unknown,"Ward, Watts and Harvey",12390.68,DR,SaaS US,Refund,G&A
GL0001370,2024-04-22,9999.0,misc expense,Finance,Unknown,Mejia-Moss,-4869.17,,SaaS US,Refund,Other
