gl_txn_id,txn_date,period,account_code,account_name,account_category,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0000965,2023-11-12,2023-11-01,5000.0,cost of service,COGS,Marketing,CC300,"Cobb, Contreras and Kennedy",15469.51,DR,SaaS US,Unknown
GL0000966,2023-11-09,2023-11-01,Unknown,cost of service,COGS,Sales,Unknown,Martinez-Garcia,16495.98,DR,SaaS US,Payroll
GL0000967,2023-11-11,2023-11-01,6300.0,g&a,G&A,Engineering,Unknown,"Coleman, Warren and Walker",-8501.93,CR,SaaS US,Reclass
GL0000968,2023-11-04,2023-11-01,9999.0,misc expense,Other,Operations,CC300,"Caldwell, Johnson and Pace",-16986.31,CR,SaaS Canada,Software tools
GL0000969,2023-11-24,2023-11-01,Unknown,cost of service,COGS,Operations,CC300,Christian PLC,3546.52,DR,SaaS US,Refund
GL0000970,2023-11-11,2023-11-01,5000.0,cost of service,COGS,Engineering,Unknown,"Patterson, Robinson and Hoffman",-1542.92,CR,SaaS Canada,Reclass
GL0000971,2023-11-20,2023-11-01,5000.0,cost of service,COGS,Finance,CC100,"Carlson, Parker and Wheeler",23881.27,DR,SaaS HoldCo,Reclass
GL0000972,2023-11-12,2023-11-01,1010.0,cash,Cash,Engineering,CC400,Bailey-Archer,-4580.46,CR,SaaS US,Unknown
GL0000973,2023-11-03,2023-11-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Leonard Ltd,14477.18,DR,SaaS US,Payroll
GL0000974,2023-11-14,2023-11-01,6200.0,research and development,R&D,Marketing,CC100,"Nguyen, Davis and Lewis",11656.93,DR,SaaS US,Google Ads
GL0000975,2023-11-11,2023-11-01,6300.0,general and administrative,G&A,Unknown,CC200,"Rivera, Woods and Miller",4777.01,DR,SaaS Canada,Payroll
GL0000976,2023-11-05,2023-11-01,6300.0,g&a,G&A,Finance,Unknown,Saunders Group,3055.47,DR,SaaS HoldCo,Contractor costs
GL0000977,2023-11-16,2023-11-01,1010.0,cash,Cash,Unknown,Unknown,Thompson-Schaefer,17544.18,DR,SaaS HoldCo,Refund
GL0000978,2023-11-01,2023-11-01,5000.0,cost of service,COGS,Finance,Unknown,Reeves PLC,-23466.08,CR,SaaS US,Reclass
GL0000979,2023-11-26,2023-11-01,5000.0,cost of service,COGS,Operations,CC100,Howell-Fisher,3246.35,DR,SaaS US,Google Ads
GL0000980,2023-11-19,2023-11-01,9999.0,misc expense,Other,Engineering,CC200,Lawrence-Brooks,-9271.32,CR,SaaS HoldCo,Software tools
GL0000981,2023-11-27,2023-11-01,6300.0,g&a,G&A,Operations,Unknown,Johnson and Sons,-9427.31,CR,SaaS US,Payroll
GL0000982,2023-11-22,2023-11-01,6100.0,sales and marketing,Sales & Marketing,Unknown,Unknown,"Hensley, York and Thompson",21107.57,DR,SaaS HoldCo,Contractor costs
GL0000983,2023-11-14,2023-11-01,6300.0,g&a,G&A,Marketing,CC100,"Chapman, Hill and Howard",5998.43,DR,SaaS US,AWS hosting
GL0000984,2023-11-03,2023-11-01,6300.0,g&a,G&A,Unknown,CC100,Craig-Freeman,13914.33,DR,SaaS US,Contractor costs
GL0000985,2023-11-04,2023-11-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC400,Glenn-Lewis,2774.33,DR,SaaS HoldCo,AWS hosting
GL0000986,2023-11-02,2023-11-01,9999.0,misc expense,Other,Finance,CC200,Campbell LLC,10715.97,DR,SaaS HoldCo,Software tools
GL0000987,2023-11-04,2023-11-01,9999.0,misc expense,Other,Sales,CC400,Smith Ltd,13216.11,DR,SaaS US,Software tools
GL0000988,2023-11-13,2023-11-01,9999.0,misc expense,Other,Unknown,CC100,"Williams, Vazquez and Hurst",22589.08,DR,SaaS HoldCo,Unknown
GL0000989,2023-11-03,2023-11-01,6200.0,research and development,R&D,Engineering,Unknown,Patel Ltd,19164.8,,SaaS HoldCo,Refund
GL0000990,2023-11-07,2023-11-01,6200.0,r&d,R&D,Unknown,CC400,"Boyd, Flynn and Smith",13391.58,DR,SaaS Canada,Contractor costs
GL0000991,2023-12-22,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC200,Nelson-Estes,8008.19,CR,SaaS Canada,Software tools
GL0000992,2023-12-22,2023-12-01,6200.0,r&d,R&D,Finance,Unknown,Smith-Patel,-23825.57,CR,SaaS HoldCo,Reclass
GL0000993,2023-12-13,2023-12-01,6200.0,r&d,R&D,Unknown,CC300,"Turner, Clark and Wagner",8710.05,DR,SaaS US,AWS hosting
GL0000994,2023-12-19,2023-12-01,6200.0,r&d,R&D,Sales,CC100,Tucker Group,10679.44,DR,SaaS Canada,Software tools
GL0000995,2023-12-09,2023-12-01,6200.0,research and development,R&D,Finance,CC200,Blackburn PLC,9542.57,DR,SaaS US,Reclass
GL0000996,2023-12-12,2023-12-01,6100.0,sales and marketing,Sales & Marketing,Unknown,Unknown,Macdonald and Sons,3896.16,,SaaS Canada,Software tools
GL0000997,2023-12-07,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Finance,CC100,Haynes-Fuller,24615.46,DR,SaaS Canada,Reclass
GL0000998,2023-12-25,2023-12-01,6200.0,r&d,R&D,Finance,CC300,Eaton Group,5057.72,DR,SaaS Canada,Reclass
GL0000999,2023-12-27,2023-12-01,6100.0,s&m,Sales & Marketing,Finance,Unknown,Hicks-Booker,7348.42,DR,SaaS HoldCo,Refund
GL0001000,2023-12-06,2023-12-01,Unknown,general and administrative,G&A,Marketing,Unknown,Stone Ltd,-17156.93,CR,SaaS HoldCo,AWS hosting
GL0001001,2023-12-06,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Campos-Baker,16542.28,DR,SaaS US,Refund
GL0001002,2023-12-21,2023-12-01,5000.0,cost of service,COGS,Marketing,CC400,"Woods, White and Stephens",17552.53,DR,SaaS HoldCo,Refund
GL0001003,2023-12-16,2023-12-01,9999.0,misc expense,Other,Sales,CC300,"Williams, Simpson and Hull",20598.94,DR,SaaS Canada,Google Ads
GL0001004,2023-12-27,2023-12-01,6300.0,general and administrative,G&A,Unknown,Unknown,"Rocha, Moore and Fitzpatrick",-24768.99,CR,SaaS Canada,AWS hosting
GL0001005,2023-12-06,2023-12-01,5000.0,cost of service,COGS,Operations,CC400,Hill Inc,-1914.23,CR,SaaS HoldCo,Reclass
GL0001006,2023-12-01,2023-12-01,5000.0,cost of service,COGS,Engineering,Unknown,"Camacho, Ortega and Bautista",13783.19,DR,SaaS Canada,Reclass
GL0001007,2023-12-18,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Finance,CC400,"Prince, James and Gibson",13370.14,DR,SaaS HoldCo,Payroll
GL0001008,2023-12-06,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Sales,Unknown,Brown PLC,-3149.83,CR,SaaS US,Software tools
GL0001009,2023-12-04,2023-12-01,6100.0,s&m,Sales & Marketing,Operations,CC400,Johnson Group,-4003.1,CR,SaaS US,Refund
GL0001010,2023-12-21,2023-12-01,Unknown,research and development,R&D,Unknown,CC300,Shaffer LLC,21911.13,DR,SaaS US,Unknown
GL0001011,2023-12-12,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Engineering,Unknown,"Garrison, Wheeler and Flores",1609.82,DR,SaaS Canada,Reclass
GL0001012,2023-12-14,2023-12-01,6300.0,g&a,G&A,Unknown,CC400,"Snyder, Lewis and West",4216.44,DR,SaaS Canada,Google Ads
GL0001013,2023-12-17,2023-12-01,9999.0,misc expense,Other,Sales,Unknown,Jones-Wood,13181.06,DR,SaaS US,Payroll
GL0001014,2023-12-04,2023-12-01,Unknown,s&m,Sales & Marketing,Finance,CC200,"Aguirre, Hardin and Fernandez",-23612.82,CR,SaaS HoldCo,Reclass
GL0001015,2023-12-05,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC200,Hunter-Sanders,2163.94,DR,SaaS US,Refund
GL0001016,2023-12-03,2023-12-01,9999.0,misc expense,Other,Unknown,Unknown,"Ruiz, Watson and Rollins",4788.3,DR,SaaS Canada,Reclass
GL0001017,2023-12-14,2023-12-01,6300.0,general and administrative,G&A,Sales,CC200,Espinoza Inc,-15228.72,CR,SaaS US,Payroll
GL0001018,2023-12-01,2023-12-01,5000.0,cost of service,COGS,Sales,Unknown,Smith-Smith,16835.44,DR,SaaS US,Contractor costs
GL0001019,2023-12-14,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Marketing,Unknown,Wyatt-Conway,24293.89,DR,SaaS US,Google Ads
GL0001020,2023-12-08,2023-12-01,6300.0,g&a,G&A,Marketing,Unknown,Rodriguez Inc,1746.88,,SaaS HoldCo,AWS hosting
GL0001021,2023-12-06,2023-12-01,6200.0,r&d,R&D,Finance,Unknown,Steele-Scott,4385.89,DR,SaaS HoldCo,Payroll
GL0001022,2023-12-16,2023-12-01,5000.0,cost of service,COGS,Marketing,CC100,Moss-Arnold,1818.35,DR,SaaS US,Contractor costs
GL0001023,2023-12-20,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Operations,CC300,Thomas Inc,-10009.0,CR,SaaS HoldCo,Contractor costs
GL0001024,2023-12-18,2023-12-01,6300.0,general and administrative,G&A,Marketing,Unknown,Stone-Bridges,-9092.07,CR,SaaS US,Refund
GL0001025,2023-12-25,2023-12-01,6100.0,sales and marketing,Sales & Marketing,Finance,Unknown,"Rodriguez, Chen and Long",-16041.52,CR,SaaS US,Reclass
GL0001026,2023-12-11,2023-12-01,6300.0,g&a,G&A,Operations,Unknown,Farmer-Medina,20637.71,DR,SaaS HoldCo,Reclass
GL0001027,2023-12-25,2023-12-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC100,"Thomas, Baker and Hart",19655.62,DR,SaaS US,AWS hosting
GL0001028,2023-12-24,2023-12-01,1010.0,cash,Cash,Unknown,CC100,Edwards-Blankenship,-1023.16,,SaaS US,AWS hosting
GL0001029,2023-12-08,2023-12-01,6200.0,research and development,R&D,Unknown,CC400,"Anderson, Smith and Williams",14389.03,DR,SaaS US,Unknown
GL0001030,2023-12-25,2023-12-01,6300.0,general and administrative,G&A,Finance,Unknown,Morris LLC,-3034.47,,SaaS US,AWS hosting
GL0001031,2023-12-16,2023-12-01,6100.0,s&m,Sales & Marketing,Unknown,CC200,"Thomas, Hernandez and Fletcher",4188.68,DR,SaaS HoldCo,Contractor costs
GL0001032,2023-12-05,2023-12-01,5000.0,cost of service,COGS,Sales,CC100,Nelson-Ellis,2466.57,DR,SaaS US,Contractor costs
GL0001033,2023-12-13,2023-12-01,6300.0,general and administrative,G&A,Operations,Unknown,"Brown, Bradshaw and Perry",-1534.78,CR,SaaS US,AWS hosting
GL0001034,2023-12-02,2023-12-01,9999.0,misc expense,Other,Finance,Unknown,Torres-Garner,-19135.86,CR,SaaS US,Payroll
GL0001035,2023-12-09,2023-12-01,1010.0,cash,Cash,Engineering,Unknown,Lam PLC,-16032.79,,SaaS HoldCo,Unknown
GL0001036,2023-12-20,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Finance,Unknown,Jensen and Sons,1320.11,,SaaS US,Refund
GL0001037,2023-12-10,2023-12-01,5000.0,cost of service,COGS,Marketing,Unknown,Roberts-Evans,13341.93,DR,SaaS US,Reclass
GL0001038,2023-12-03,2023-12-01,9999.0,misc expense,Other,Unknown,Unknown,Carter Inc,23761.23,DR,SaaS Canada,Software tools
GL0001039,2023-12-18,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Sales,CC100,Sanchez and Sons,4944.17,DR,SaaS US,Contractor costs
GL0001040,2023-12-25,2023-12-01,6300.0,g&a,G&A,Operations,CC400,"Ochoa, Hutchinson and Sullivan",18180.99,DR,SaaS HoldCo,Google Ads
GL0001041,2023-12-09,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC400,Miller Inc,17106.26,DR,SaaS US,Contractor costs
GL0001042,2023-12-18,2023-12-01,6300.0,g&a,G&A,Marketing,CC200,Hamilton-Garcia,15938.84,DR,SaaS US,Payroll
GL0001043,2023-12-16,2023-12-01,5000.0,cost of service,COGS,Marketing,Unknown,"Rosales, Wilson and Lee",3973.79,DR,SaaS US,AWS hosting
GL0001044,2023-12-02,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC400,Unknown,21157.69,DR,SaaS Canada,Contractor costs
GL0001045,2023-12-11,2023-12-01,9999.0,misc expense,Other,Finance,CC300,Phillips-Mercado,19528.5,DR,SaaS US,AWS hosting
GL0001046,2023-12-13,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Aguilar Ltd,14529.12,DR,SaaS HoldCo,Google Ads
GL0001047,2023-12-27,2023-12-01,Unknown,g&a,G&A,Unknown,CC200,Becker-Campbell,1996.85,DR,SaaS US,Contractor costs
GL0001048,2023-12-15,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC400,Lopez-Hill,23402.6,DR,SaaS Canada,Reclass
GL0001049,2023-12-08,2023-12-01,6300.0,general and administrative,G&A,Sales,Unknown,Zuniga-Mcbride,-7070.06,DR,SaaS HoldCo,AWS hosting
GL0001050,2023-12-07,2023-12-01,6300.0,g&a,G&A,Marketing,CC200,Freeman Group,8491.33,DR,SaaS HoldCo,Google Ads
GL0001051,2023-12-07,2023-12-01,5000.0,cost of service,COGS,Sales,CC300,Walker-Skinner,8322.69,DR,SaaS US,Contractor costs
GL0001052,2023-12-04,2023-12-01,9999.0,misc expense,Other,Unknown,CC300,"Proctor, Cobb and Weber",6392.67,DR,SaaS US,AWS hosting
GL0001053,2023-12-13,2023-12-01,1010.0,cash,Cash,Finance,Unknown,"Keith, Williams and Woods",3216.55,DR,SaaS US,Payroll
GL0001054,2023-12-11,2023-12-01,1010.0,cash,Cash,Finance,Unknown,"Scott, Jackson and Kennedy",-16412.47,CR,SaaS Canada,Refund
GL0001055,2023-12-01,2023-12-01,6300.0,general and administrative,G&A,Unknown,CC200,Unknown,-16210.92,CR,SaaS US,Google Ads
GL0001056,2023-12-19,2023-12-01,5000.0,cost of service,COGS,Marketing,CC100,Villanueva Group,1236.66,DR,SaaS US,Google Ads
GL0001057,2023-12-09,2023-12-01,5000.0,cost of service,COGS,Engineering,Unknown,"Reynolds, Scott and Taylor",8492.53,DR,SaaS US,AWS hosting
GL0001058,2023-12-14,2023-12-01,6300.0,general and administrative,G&A,Sales,CC400,Hester and Sons,11409.48,DR,SaaS HoldCo,Google Ads
GL0001059,2023-12-07,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC200,Miller-Carter,3993.37,,SaaS US,Payroll
GL0001060,2023-12-04,2023-12-01,6300.0,general and administrative,G&A,Unknown,Unknown,Rosales-Combs,19402.6,DR,SaaS US,Software tools
GL0001061,2023-12-07,2023-12-01,6200.0,r&d,R&D,Unknown,CC400,Buckley-Rogers,20580.14,DR,SaaS Canada,Contractor costs
GL0001062,2023-12-18,2023-12-01,6200.0,research and development,R&D,Unknown,CC300,Henson Inc,-1325.49,CR,SaaS US,Software tools
GL0001063,2023-12-16,2023-12-01,6100.0,s&m,Sales & Marketing,Unknown,CC200,"Ortiz, Harrison and Brooks",-22655.09,CR,SaaS US,Refund
GL0001064,2023-12-16,2023-12-01,6100.0,s&m,Sales & Marketing,Marketing,CC200,Meadows-Gomez,6084.8,DR,SaaS Canada,Google Ads
GL0001065,2023-12-10,2023-12-01,6300.0,general and administrative,G&A,Marketing,Unknown,Ward and Sons,8946.26,DR,SaaS Canada,AWS hosting
GL0001066,2023-12-11,2023-12-01,1010.0,cash,Cash,Engineering,CC200,Quinn-Horton,-8066.97,CR,SaaS Canada,AWS hosting
GL0001067,2023-12-07,2023-12-01,5000.0,cost of service,COGS,Unknown,CC400,"Morgan, Moore and Martinez",-18885.28,CR,SaaS HoldCo,Contractor costs
GL0001068,2023-12-05,2023-12-01,5000.0,cost of service,COGS,Operations,CC100,Weaver-Palmer,1313.77,DR,SaaS HoldCo,Contractor costs
GL0001069,2023-12-23,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Gillespie Inc,-1536.79,CR,SaaS HoldCo,Google Ads
GL0001070,2023-12-23,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Davis PLC,17529.45,,SaaS US,AWS hosting
GL0001071,2023-12-09,2023-12-01,5000.0,cost of service,COGS,Sales,CC100,"Perry, Barnett and Murphy",20267.19,DR,SaaS HoldCo,Reclass
GL0001072,2023-12-20,2023-12-01,5000.0,cost of service,COGS,Unknown,Unknown,Clements LLC,2730.7,DR,SaaS US,Refund
GL0001073,2023-12-19,2023-12-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC300,"Pittman, Mccall and Bradford",-22121.5,CR,SaaS Canada,Unknown
GL0001074,2023-12-01,2023-12-01,1010.0,cash,Cash,Unknown,CC300,Carter-Clayton,12411.61,DR,SaaS HoldCo,Payroll
GL0001075,2023-12-22,2023-12-01,6300.0,g&a,G&A,Finance,Unknown,"Bennett, Graves and Mccullough",-10457.09,CR,SaaS US,AWS hosting
GL0001076,2023-12-23,2023-12-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC100,Parsons-Marquez,16902.41,DR,SaaS Canada,Software tools
GL0001077,2023-12-18,2023-12-01,6300.0,g&a,G&A,Finance,CC100,Cooper Inc,1437.14,DR,SaaS US,Unknown
GL0001078,2023-12-24,2023-12-01,5000.0,cost of service,COGS,Sales,CC100,Fisher and Sons,9820.62,,SaaS Canada,Reclass
GL0001079,2023-12-21,2023-12-01,5000.0,cost of service,COGS,Engineering,Unknown,Williams-Anderson,-22470.89,CR,SaaS Canada,Google Ads
GL0001080,2023-12-19,2023-12-01,5000.0,cost of service,COGS,Marketing,Unknown,"Wilson, Sullivan and Williams",23845.21,DR,SaaS HoldCo,Reclass
GL0001081,2024-01-24,2024-01-01,6300.0,general and administrative,G&A,Unknown,CC400,Cannon-Arnold,-4123.93,DR,SaaS US,Google Ads
GL0001082,2024-01-20,2024-01-01,6200.0,research and development,R&D,Marketing,Unknown,"Charles, Hill and Baker",19286.51,DR,SaaS US,Google Ads
GL0001083,2024-01-17,2024-01-01,6200.0,r&d,R&D,Marketing,CC300,Chang Group,-3957.91,CR,SaaS US,Payroll
GL0001084,2024-01-05,2024-01-01,1010.0,cash,Cash,Finance,CC200,Cross PLC,21415.04,DR,SaaS US,Software tools
GL0001085,2024-01-15,2024-01-01,6100.0,s&m,Sales & Marketing,Finance,CC200,Graham-Gardner,-21802.79,CR,SaaS US,AWS hosting
GL0001086,2024-01-16,2024-01-01,6300.0,general and administrative,G&A,Marketing,CC100,"Gallagher, Miller and Johnson",21577.69,DR,SaaS HoldCo,Software tools
GL0001087,2024-01-05,2024-01-01,6100.0,s&m,Sales & Marketing,Engineering,CC400,Nguyen-Collins,19482.06,,SaaS US,Payroll
GL0001088,2024-01-22,2024-01-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC100,Fowler-Rodriguez,23711.71,DR,SaaS US,Refund
GL0001089,2024-01-19,2024-01-01,5000.0,cost of service,COGS,Operations,CC400,Donaldson and Sons,-1461.05,CR,SaaS HoldCo,Software tools
GL0001090,2024-01-25,2024-01-01,6300.0,general and administrative,G&A,Finance,CC300,Unknown,-3174.99,CR,SaaS US,Payroll
GL0001091,2024-01-12,2024-01-01,6100.0,s&m,Sales & Marketing,Marketing,Unknown,Goodman-Rogers,19999.74,DR,SaaS US,Software tools
GL0001092,2024-01-06,2024-01-01,5000.0,cost of service,COGS,Marketing,CC200,Rodriguez Ltd,-7804.24,CR,SaaS Canada,AWS hosting
GL0001093,2024-01-02,2024-01-01,6100.0,s&m,Sales & Marketing,Sales,Unknown,Kelley-Hensley,2177.2,DR,SaaS HoldCo,Payroll
GL0001094,2024-01-23,2024-01-01,6100.0,s&m,Sales & Marketing,Marketing,CC400,Brown-Lawson,21675.48,DR,SaaS US,Unknown
GL0001095,2024-01-05,2024-01-01,9999.0,misc expense,Other,Sales,CC100,Wilson LLC,-5656.04,CR,SaaS HoldCo,Reclass
GL0001096,2024-01-06,2024-01-01,1010.0,cash,Cash,Engineering,Unknown,"Tanner, Woods and Collins",-22901.39,CR,SaaS HoldCo,Payroll
GL0001097,2024-01-06,2024-01-01,6300.0,g&a,G&A,Unknown,CC100,Myers Inc,-4799.43,CR,SaaS HoldCo,Contractor costs
GL0001098,2024-01-05,2024-01-01,6200.0,research and development,R&D,Marketing,Unknown,Rodriguez-Porter,10391.54,DR,SaaS US,Unknown
GL0001099,2024-01-08,2024-01-01,Unknown,cost of service,COGS,Sales,CC400,Mcdaniel Ltd,-9982.32,CR,SaaS US,Contractor costs
GL0001100,2024-01-16,2024-01-01,6300.0,g&a,G&A,Unknown,Unknown,Ferguson-Acosta,19398.82,DR,SaaS HoldCo,Google Ads
GL0001101,2024-01-01,2024-01-01,5000.0,cost of service,COGS,Finance,Unknown,"Fuller, Cross and Hill",-6220.1,CR,SaaS US,Reclass
GL0001102,2024-01-25,2024-01-01,6300.0,general and administrative,G&A,Marketing,CC100,Rogers-Guerra,20985.19,DR,SaaS US,Contractor costs
GL0001103,2024-01-21,2024-01-01,6300.0,g&a,G&A,Marketing,Unknown,Ward-Wyatt,5265.1,,SaaS US,Payroll
GL0001104,2024-01-11,2024-01-01,5000.0,cost of service,COGS,Finance,CC100,Dyer-Webb,1441.64,DR,SaaS US,Contractor costs
GL0001105,2024-01-18,2024-01-01,6300.0,general and administrative,G&A,Unknown,CC100,Avila Ltd,12611.01,DR,SaaS Canada,Contractor costs
GL0001106,2024-01-09,2024-01-01,Unknown,general and administrative,G&A,Unknown,Unknown,Blanchard-Watson,-7866.9,CR,SaaS HoldCo,AWS hosting
GL0001107,2024-01-04,2024-01-01,6200.0,r&d,R&D,Unknown,Unknown,Rose Ltd,24631.97,DR,SaaS HoldCo,Google Ads
GL0001108,2024-01-07,2024-01-01,6100.0,sales & marketing,Sales & Marketing,Finance,CC100,Matthews Inc,15864.86,DR,SaaS Canada,Reclass
GL0001109,2024-01-20,2024-01-01,Unknown,s&m,Sales & Marketing,Marketing,Unknown,"Chapman, Martinez and Davis",-10498.5,CR,SaaS US,Software tools
GL0001110,2024-01-25,2024-01-01,5000.0,cost of service,COGS,Unknown,CC100,Pollard-Gonzales,-2159.97,CR,SaaS Canada,Reclass
GL0001111,2024-01-10,2024-01-01,6100.0,s&m,Sales & Marketing,Sales,Unknown,Park-Browning,2518.1,DR,SaaS US,Unknown
GL0001112,2024-01-26,2024-01-01,5000.0,cost of service,COGS,Sales,Unknown,Perez Group,24940.06,DR,SaaS HoldCo,Software tools
GL0001113,2024-01-18,2024-01-01,6200.0,research and development,R&D,Sales,Unknown,"Hess, Franklin and Jimenez",-1290.77,CR,SaaS US,Contractor costs
GL0001114,2024-01-01,2024-01-01,1010.0,cash,Cash,Unknown,CC300,"Haynes, Mullins and Hernandez",24917.3,,SaaS US,Refund
GL0001115,2024-01-19,2024-01-01,5000.0,cost of service,COGS,Operations,Unknown,"Estrada, Sims and Anderson",3918.69,DR,SaaS Canada,Unknown
GL0001116,2024-01-02,2024-01-01,6100.0,s&m,Sales & Marketing,Sales,Unknown,Unknown,-10936.67,CR,SaaS US,Google Ads
GL0001117,2024-01-07,2024-01-01,6200.0,r&d,R&D,Operations,Unknown,Paul LLC,20523.1,DR,SaaS US,Software tools
GL0001118,2024-01-10,2024-01-01,5000.0,cost of service,COGS,Unknown,CC300,Roy-Allen,-15280.23,,SaaS HoldCo,Software tools
GL0001119,2024-01-22,2024-01-01,5000.0,cost of service,COGS,Unknown,Unknown,Novak LLC,-10990.28,CR,SaaS US,Software tools
GL0001120,2024-01-06,2024-01-01,5000.0,cost of service,COGS,Finance,CC400,Allen-Cook,10750.5,DR,SaaS US,Unknown
GL0001121,2024-01-21,2024-01-01,6100.0,s&m,Sales & Marketing,Unknown,Unknown,"Tyler, Cooley and Perez",21506.09,DR,SaaS US,Unknown
GL0001122,2024-01-20,2024-01-01,6300.0,general and administrative,G&A,Unknown,Unknown,Hudson Ltd,-18820.89,CR,SaaS US,Software tools
GL0001123,2024-01-14,2024-01-01,5000.0,cost of service,COGS,Operations,CC400,"Jordan, Griffin and Bailey",-13375.4,CR,SaaS HoldCo,Software tools
GL0001124,2024-01-21,2024-01-01,6100.0,sales and marketing,Sales & Marketing,Engineering,Unknown,Mcmillan Inc,-15331.2,CR,SaaS HoldCo,AWS hosting
GL0001125,2024-01-27,2024-01-01,6200.0,r&d,R&D,Engineering,CC100,"Taylor, Smith and Lopez",-4571.25,CR,SaaS HoldCo,AWS hosting
GL0001126,2024-01-21,2024-01-01,9999.0,misc expense,Other,Unknown,CC100,Moody and Sons,11226.67,DR,SaaS US,Contractor costs
GL0001127,2024-01-09,2024-01-01,6100.0,s&m,Sales & Marketing,Finance,Unknown,Johnson-Green,2744.61,DR,SaaS US,Reclass
GL0001128,2024-01-25,2024-01-01,9999.0,misc expense,Other,Finance,CC100,"Whitehead, Wright and Shepherd",-17692.25,CR,SaaS US,Contractor costs
GL0001129,2024-01-18,2024-01-01,6100.0,sales and marketing,Sales & Marketing,Finance,Unknown,Curry LLC,-2314.23,CR,SaaS US,Contractor costs
GL0001130,2024-01-02,2024-01-01,6200.0,r&d,R&D,Engineering,CC100,"Chen, Lane and Harrell",23675.61,DR,SaaS HoldCo,Reclass
GL0001131,2024-01-09,2024-01-01,6100.0,sales and marketing,Sales & Marketing,Operations,Unknown,Russell and Sons,22920.55,DR,SaaS US,Refund
GL0001132,2024-01-04,2024-01-01,5000.0,cost of service,COGS,Unknown,CC200,Macias-Trevino,19517.68,DR,SaaS US,AWS hosting
GL0001133,2024-01-06,2024-01-01,6300.0,general and administrative,G&A,Marketing,CC200,"Bell, Brady and Martinez",2455.41,DR,SaaS Canada,Unknown
GL0001134,2024-01-23,2024-01-01,6100.0,s&m,Sales & Marketing,Unknown,Unknown,Thompson LLC,24651.56,DR,SaaS US,Refund
GL0001135,2024-01-27,2024-01-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC300,Gibson PLC,16096.73,DR,SaaS HoldCo,Payroll
GL0001136,2024-01-07,2024-01-01,6300.0,g&a,G&A,Unknown,CC400,Bailey Ltd,-6905.89,,SaaS HoldCo,Software tools
GL0001137,2024-01-17,2024-01-01,9999.0,misc expense,Other,Marketing,CC300,"Anderson, Jones and Diaz",22962.4,DR,SaaS US,Software tools
GL0001138,2024-01-21,2024-01-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC300,Hayes Group,21124.89,DR,SaaS HoldCo,Payroll
GL0001139,2024-01-19,2024-01-01,6100.0,s&m,Sales & Marketing,Finance,Unknown,"Sherman, Hines and Moore",19789.63,DR,SaaS US,Reclass
GL0001140,2024-01-21,2024-01-01,6300.0,g&a,G&A,Marketing,CC100,Moreno Group,1759.06,DR,SaaS HoldCo,Unknown
GL0001141,2024-01-07,2024-01-01,6300.0,g&a,G&A,Unknown,CC100,Bush Inc,-11056.75,CR,SaaS US,AWS hosting
GL0001142,2024-01-05,2024-01-01,5000.0,cost of service,COGS,Sales,Unknown,Martin LLC,24239.66,DR,SaaS Canada,Reclass
GL0001143,2024-01-19,2024-01-01,5000.0,cost of service,COGS,Marketing,Unknown,Estrada Group,10369.68,DR,SaaS US,Payroll
GL0001144,2024-01-26,2024-01-01,6300.0,general and administrative,G&A,Sales,CC300,"Johnson, Smith and Reeves",-9849.87,CR,SaaS US,Reclass
GL0001145,2024-01-01,2024-01-01,6200.0,research and development,R&D,Unknown,Unknown,Herring-Hall,6042.82,DR,SaaS US,Reclass
GL0001146,2024-01-23,2024-01-01,6300.0,general and administrative,G&A,Finance,CC300,Sawyer-Lin,-17468.6,CR,SaaS US,AWS hosting
